IdOrden,puntaje,titulo,mensaje,fecha_opinion,fecha_respuesta
123132,5,,,2017-09-06,2017-09-08
194051,5,,,2018-08-14,2018-08-17
185076,4,recomiendo,Trabajo con profesionalismo de las tiendas Lannister. Indico seguro,2018-07-01,2018-07-03
190707,5,,,2018-07-27,2018-07-28
145833,5,,,2018-01-16,2018-01-18
104448,3,,,2017-04-05,2017-04-07
129678,1,,"El reproductor de MP3 no funciona, incluso cambiando la pila varias veces. Tuve que regresar.",2017-11-05,2017-11-06
120013,5,,¡Super recomienda el producto que es muy bueno!,2017-08-17,2017-11-05
127719,5,,"Muy buena capacitación, una de las mejores del mercado, si no la mejor.",2017-10-07,2017-10-07
114156,4,," La tienda publicó el producto y medió el correo tomó un tiempo
",2017-07-11,2017-07-11
109559,5,,"Siempre compro en Stark y siempre estoy bien atendido, un sitio eficiente y productos de gran calidad, ¡recomiendo a todos que compren con los ojos cerrados!",2017-05-24,2017-05-24
123625,4,,Muy bien desde que compre la entrega TD correcto y rápido,2017-09-09,2017-09-10
191149,5,Papel de mezcla de preses,¡Todo bien!,2018-08-04,2018-08-06
175108,5,,,2018-05-16,2018-05-17
194876,3,,,2018-08-17,2018-08-19
100385,1,,,2017-01-27,2017-01-30
135432,5,,,2017-11-29,2017-11-30
140309,1,,Targaryen no es confiable no entregó mi compra y puso el seguimiento del pedido que se entregó el 14/12/17 Compañía falsa. Quiero recibir mis productos que se pagaron con Bankari Ticket,2017-12-15,2017-12-20
123796,5,,Entrega de productos y calidad como se esperaba.,2017-09-12,2017-09-13
161732,5,,"Excelente, recomiendo",2018-03-27,2018-03-29
146869,3,,"La bolsa es muy hermosa por fuera
Pero por dentro no hay forro
Y es muy frágil
",2018-01-23,2018-01-24
186751,1,,,2018-07-14,2018-07-15
168007,5,,,2018-04-13,2018-04-15
193205,4,,,2018-08-16,2018-08-16
177606,1,Producto pirata!,"¡Cuando instalé el cartucho de tinta, mi impresora indicó que estaba vacía y presentó el mensaje de error! ""En el marcador de nivel de tinta. Ya solicité el intercambio"".",2018-05-22,2018-05-23
166581,4,,"Muy bien, recomiendo el producto.",2018-04-19,2018-04-20
107167,5,,,2017-05-06,2017-05-10
189071,5,,,2018-07-31,2018-07-31
172177,5,producto débil,"En cuanto al sitio, no tengo nada que cuestionar! Siempre cumpla súper combinado ... ¡siempre lo recomiendo! Pero el producto es débil ...",2018-05-11,2018-05-14
173613,4,,,2018-05-26,2018-05-27
107752,4,,Bien en todos los aspectos,2017-05-20,2017-05-23
160513,4,,,2018-03-10,2018-03-10
152468,3,,,2018-02-24,2018-02-27
125594,5,,,2017-09-26,2017-10-04
189021,3,,,2018-08-02,2018-08-02
102271,3,,,2017-03-04,2017-03-07
146404,5,,,2018-01-16,2018-01-23
178063,4,,,2018-06-06,2018-06-07
168245,5,,Hasta el día de hoy estoy satisfecho con sbmarino,2018-04-17,2018-04-19
134474,5,,,2017-12-07,2017-12-11
126340,5,,,2017-10-03,2017-10-06
117954,1,,Las dos cubiertas de cuero compradas no fueron entregadas. Solo uno de ellos. Espero el regreso del dinero o la entrega de la segunda portada.,2017-08-12,2017-08-20
126647,5,,,2017-10-15,2017-10-15
140900,5,,¡Me gustó!,2017-12-20,2017-12-21
167793,4,,,2018-04-24,2018-04-24
184500,5,,,2018-06-26,2018-06-29
131398,3,,,2017-11-04,2017-11-05
144266,5,,,2018-01-05,2018-02-01
136749,5,,,2017-12-06,2017-12-06
104873,5,,,2017-03-29,2017-03-30
168012,5,,,2018-04-19,2018-04-21
117882,5,,,2017-07-27,2017-07-28
171329,5,,,2018-05-01,2018-05-02
186272,3,Nota 8,"Estaba feliz con. La tela, pero creo que faltaba la hoja de arriba para estar completa, espero que pronto se lance.",2018-07-07,2018-07-09
158738,5,,Llegó antes de que la fecha límite sea la cabecera es hermosa.,2018-03-07,2018-03-07
185011,4,,,2018-07-03,2018-07-04
178269,5,,,2018-06-07,2018-06-07
110093,3,,"Hubo cierta confusión entre el vendedor y Stark, ya que recibí un correo electrónico de Stark pidiendo la cancelación del producto por cualquier entrega imprevista; Lo negué y recibí el producto días después.",2017-06-09,2017-06-12
178983,3,,,2018-06-07,2018-06-09
124494,4,,,2017-09-20,2017-09-20
159896,5,,,2018-03-14,2018-03-15
146755,5,,10,2018-01-20,2018-01-22
111805,5,,"Me gustó que el producto llegó en el momento adecuado, los vendedores deben ser felicitados.",2017-06-15,2017-06-15
112381,3,,,2017-06-14,2017-06-15
155483,4,,,2018-02-27,2018-02-28
145521,5,,Recepción excelente,2018-01-05,2018-01-08
106718,4,,me gustó,2017-05-03,2017-05-04
152045,5,,,2018-02-23,2018-02-23
162648,5,,,2018-03-19,2018-03-19
109397,1,,El 19 de mayo usé y el mango se rompió sin mucho peso,2017-05-19,2017-06-01
150037,5,,Toalla del mejor campeón de Brasil maravilloso,2018-01-31,2018-02-01
170506,5,,"La entrega se realizó mucho antes de esperarse.
Buen producto ... estoy satisfecho",2018-04-20,2018-04-20
195387,1,,,2018-08-15,2018-08-15
108114,5,,,2017-05-12,2017-05-13
169531,5,,,2018-05-04,2018-05-08
145276,5,,"Hasta ahora está bien, estoy esperando la entrega del producto",2018-02-04,2018-02-09
117862,5,,,2017-08-02,2017-08-03
187789,5,¡Todo cierto!,"La compra ocurrió como se esperaba, desde el pedido hasta la recepción del producto. Muy bien a la derecha.",2018-07-12,2018-07-13
193324,5,,,2018-08-11,2018-08-11
193987,5,,,2018-08-09,2018-08-12
191848,5,,,2018-08-10,2018-08-13
146806,5,,"El producto fue entregado antes de la fecha límite.
",2018-01-10,2018-01-11
120476,4,,,2017-08-19,2017-08-20
165020,4,,,2018-04-13,2018-04-13
104192,4,,"Realmente me gustó que el producto fuera exactamente la boque que esperaba, entrega a tiempo, felicidades recomiendo la tienda.",2017-03-31,2017-04-03
131167,5,,,2017-11-02,2017-11-02
104944,2,,Compré el producto negro y llegué en rojo.,2017-04-11,2017-04-12
178935,5,,,2018-05-31,2018-06-02
108644,5,,,2017-05-23,2017-05-24
196125,5,,,2018-08-21,2018-08-21
147724,5,,"Esta es la segunda vez que compro en esta tienda, entrega rápida súper eficiente y antes de la fecha límite contratada, producto bien empacado, nota 10
Muchas gracias",2018-01-26,2018-01-27
183030,4,recomiendo,"excelente
",2018-06-17,2018-06-19
151870,4,,,2018-02-16,2018-02-17
172502,5,Ótimo ,,2018-05-05,2018-05-07
196963,2,,Pensé que la mochila era un material más resistente.,2018-08-22,2018-08-27
169584,5,,,2018-04-28,2018-04-30
138020,2,,,2017-12-28,2017-12-31
154686,1,,"Compré un producto y vino otro.
Envié MSG informando el error pero no recibí respuesta.
Gracias",2018-02-22,2018-02-22
125871,1,,,2017-09-22,2017-09-23
157798,1,,¡El producto tarda mucho en llegar!,2018-03-10,2018-03-15
169121,4,,,2018-04-18,2018-04-21
102535,1,,,2017-03-23,2017-03-23
181876,5,,,2018-06-20,2018-06-22
159329,3,,"Solo recibimos un reloj

Atalotes
",2018-03-17,2018-03-19
162739,5,,,2018-03-26,2018-03-26
167999,5,,,2018-04-08,2018-04-10
106909,3,,,2017-05-04,2017-05-22
120949,5,,,2017-08-17,2017-08-18
102288,1,,,2017-03-19,2017-03-21
105868,5,,"Entrega rápida, producto como se esperaba",2017-04-20,2017-04-21
175380,5,Excelente,Todo como se anunció ... gran producto ...,2018-05-11,2018-05-12
158304,3,,"Producto de buena calidad, exactamente como se anunció, y el bajo precio es una atracción adicional.",2018-03-20,2018-03-21
138623,1,,Solo se entregó una unidad en lugar de dos.,2017-12-13,2017-12-15
107490,4,," Me encantó el producto ;; Recibí antes de la fecha límite acordada, fue muy hermosa",2017-05-10,2017-05-15
105775,5,,,2017-04-12,2017-04-13
172160,5,¡¡perfecto!!,Muy satisfecho.,2018-05-01,2018-05-08
184388,4,Lol mascota,Excelente producto pero demasiado caro !!!,2018-07-03,2018-07-04
155620,5,,,2018-02-27,2018-03-02
141778,5,,"Excelentes productos, entrega rápida.
Super Recomendar !!!",2017-12-22,2017-12-23
188692,4,bom,,2018-07-24,2018-07-27
146327,2,,"sí, recibí más con defectos, los accesorios son dos iguales y no cierran
",2018-01-18,2018-01-24
158105,4,,,2018-03-03,2018-03-05
145455,5,,,2018-01-11,2018-01-12
140123,1,,Todavía no recibí,2018-01-06,2018-01-06
197720,5,Excelente,Tuve un excelente después de las ventas a través del Sr. Renato,2018-08-24,2018-08-24
191183,5,,,2018-07-29,2018-07-29
159906,5,,"Realmente me gustó el producto, la entrega llegó antes de la fecha límite. Lo recomiendo, está bien equipado en el teléfono, no toma la elegancia del dispositivo, como otras cubiertas que lo hacen monstruoso con el tamaño.",2018-03-18,2018-03-19
172697,5,1000000,Muy bien,2018-05-11,2018-05-12
124685,1,,"Hasta ahora no he recibido este dispositivo para una pregunta de salud, por lo que no recomiendo esta tienda.",2017-09-30,2017-09-30
176848,5,,,2018-06-05,2018-06-06
139182,4,,,2017-12-20,2017-12-28
123423,5,,"Recomiendo a todos. Producto de gran calidad, entregado sin problemas.",2017-09-14,2017-09-15
134643,5,,,2017-12-08,2017-12-08
188849,5,Gran costo x beneficio,El producto llegó a tiempo. Llegó como se describe y es excelente.,2018-07-21,2018-07-24
144013,5,,,2017-12-30,2018-01-04
117802,4,,"¡El producto llegó antes de la fecha límite, y me gustó mucho! ¡Ahora mi hijo de 3 años disfrutará el máximo!",2017-08-02,2017-08-03
159646,1,,"Me gustaría saber cuándo llegará mi producto.
Debido a que la fecha de entrega programada ha pasado, ¡me gustaría una respuesta que estoy esperando!",2018-03-22,2018-03-25
101213,4,,Nota 10 tienda,2017-02-17,2017-02-20
134600,5,,,2017-11-29,2017-12-06
104167,5,,Felicidades. Lo recibí antes de la fecha límite. Todo correcto como fue acordado.,2017-03-29,2017-03-30
168092,1,,"El producto entregado difiere del pedido
¡Es un producto inferior!
¡Me gustaría que se resuelva el problema!
¡No estoy satisfecho con el procedimiento!",2018-04-21,2018-04-23
177202,5,Bien,¡Muy bueno!,2018-05-24,2018-05-26
143690,2,,"Compré el producto, pagado en el boleto y solo recibí la mitad del producto, anuncié que una cosa se envía otra. Muy insatisfecho 😡😡😡",2017-12-31,2018-01-03
112578,5,,Entrega antes de la fecha límite de productos muy bien mantenida.,2017-06-17,2017-06-20
114300,5,,Producto de gran calidad. ¡Me gustó!,2017-07-18,2017-07-21
108628,5,,,2017-05-23,2017-05-24
116809,5,,,2017-08-02,2017-08-03
193644,5,Excelente producto y entrega,"A pesar de la demora en la emisión de la factura, después de que se emitió la entrega fue rápida y el producto llegó bien empaquetado. Recomiendo.",2018-08-21,2018-08-21
107764,5,,,2017-05-23,2017-05-24
158989,2,,Compré el día del producto a principios de marzo y no recibí a tiempo apertura a un protocolo para resolver mi situación.,2018-03-29,2018-03-29
168159,1,,"No recibí el producto, así como ningún contacto del.",2018-05-12,2018-05-14
115167,5,,,2017-07-26,2017-07-31
187627,4,,,2018-07-12,2018-07-12
117869,1,,Ni siquiera me muevo :(,2017-08-10,2017-08-10
167813,5,,nota 10,2018-04-25,2018-04-28
144015,3,,Esperando el instalador,2018-01-17,2018-01-19
126668,2,,"Compré un producto para ser entregado por esta tienda.
Y aún no lo he recibido
Porque la fecha de entrega ya ha pasado",2017-10-25,2017-10-25
147727,5,,Gran servicio,2018-01-23,2018-01-24
120137,4,,"Gran compra. Gran producto. Solo me perdí una declaración entre la compra y la llegada del producto, solo contacto. Pero gracias.",2017-08-29,2017-08-30
147572,1,,"Llegó de acuerdo con las ventas posteriores, las ventas posteriores no respondieron ninguna de mis preguntas",2018-02-16,2018-02-22
148319,5,,,2018-01-31,2018-02-01
171591,5,,,2018-04-27,2018-04-29
140387,1,,"Compré dos mochilas, recibí solo una, ¡llegará la Navidad y hasta ahora nada!",2017-12-14,2017-12-20
160013,4,,,2018-03-29,2018-04-03
156730,5,,Perfecto,2018-03-01,2018-03-01
150500,3,,"El precio fue excelente, el tiempo de entrega que es largo (más de 1 mes para entregar). Compré 2 cartuchos y entregué solo 1, me quejé y envié al otro dentro del tiempo de entrega.",2018-02-22,2018-02-27
108688,5,,,2017-05-18,2017-05-19
193026,1,,,2018-08-10,2018-08-12
193050,5,OK PRODUCTO,"La fecha límite se extendió, pero se entregó dentro del período publicado en la publicidad. Silla según la foto, viene para ensamblar, más fácil y más hermosa",2018-08-28,2018-08-30
177402,5,Excelente,"¡¡Simplemente hermoso!!
¡Me encantó el producto!
Tamaño perfecto !!
¡Compré varios productos, he estado comprando en Baratheon durante años!",2018-05-20,2018-05-20
126408,5,,,2017-09-30,2017-09-30
175290,5,,,2018-05-18,2018-05-20
164137,4,,¡MUY BIEN! Llegué a tiempo.,2018-03-28,2018-03-30
167103,5,,,2018-04-07,2018-04-10
163408,5,,"Gran, precio, entregado antes de la fecha límite y el producto de la gran calidad.
",2018-03-22,2018-03-22
142640,2,,"Compré un reloj de regalo de Navidad para mi hijo y hasta ahora no ha llegado. Envié mensajes y en la última conversación el reloj llegaría ayer, pero no recibí nada.",2018-01-06,2018-01-11
167216,5,,,2018-04-14,2018-04-20
177289,5,,,2018-05-22,2018-05-24
142931,5,,Solo pude entregar fin de año más rápido,2017-12-29,2017-12-29
165519,5,,,2018-04-03,2018-04-07
138660,5,,"Gran venta, todo perfecto.",2017-12-09,2017-12-11
186938,4,5,,2018-07-11,2018-07-11
171092,5,,,2018-04-26,2018-04-30
182257,5,,,2018-06-13,2018-06-13
122341,3,,,2017-09-06,2017-09-07
193993,5,,,2018-08-23,2018-08-23
123657,5,,,2017-09-09,2017-09-13
192456,5,,,2018-08-02,2018-08-03
129866,5,,,2017-10-25,2017-10-25
153924,5,,Producto de gran calidad !! Llegó antes del tiempo esperado. Amado <3,2018-02-10,2018-02-10
185818,5,,,2018-07-03,2018-07-04
103955,5,,"¡Llegó bien, envío rápido!",2017-03-23,2017-03-27
147692,5,,,2018-01-24,2018-01-25
171622,5,,Estoy muy satisfecho con mi compra y la recepción del producto; ¡dentro del plazo!,2018-05-03,2018-05-03
174577,5,,,2018-05-15,2018-05-16
138099,3,,"Hasta ahora no he recibido nada, la colcha estaba programada para el día anterior a ayer (18/12) y hasta ahora nada",2017-12-19,2017-12-21
187689,4,4,,2018-07-13,2018-07-14
109592,1,,"Los pinceles llegaron arrugados, no coincide con algunas fotos, pero coincide con la descripción. Son débiles, no se ajusten al caso y una venida genial",2017-05-26,2017-05-27
131411,5,,¡Producto correspondiente a mis expectativas! ¡Fue entregado antes de la fecha límite establecida!,2017-11-01,2017-11-02
112751,1,,,2017-06-21,2017-06-23
154041,5,,,2018-02-15,2018-02-19
181401,4,,,2018-06-12,2018-06-12
142114,4,,Indico que la tienda siempre compra en Lannister.,2017-12-30,2017-12-30
100644,3,,,2017-01-31,2017-02-01
169554,1,,"El producto fue diferente de los espectáculos de Q en la foto, no es lujo ni acolchado como decía.",2018-04-19,2018-04-19
155840,3,,,2018-03-09,2018-03-09
129223,5,,,2017-10-25,2017-10-26
128059,5,,"Todo era normal, al igual que una compra de Internet. Gracias.",2017-10-17,2017-10-18
146572,5,,,2018-01-19,2018-01-22
158950,5,,,2018-03-03,2018-03-04
172272,4,Recomiendo a todos.,Buena compra.,2018-05-11,2018-05-11
182243,4,,,2018-07-12,2018-07-13
156009,4,,,2018-02-28,2018-03-04
177614,5,,,2018-05-24,2018-05-24
169887,4,,"El producto llegó a tiempo. Cumple con el beneficio de costos, pero la bolsa no está forrada y el mango es de plástico. Estoy satisfecho.",2018-04-21,2018-04-22
199060,3,,,2018-08-29,2018-08-30
196489,5,Super recomendado,Estoy completamente satisfecho con mi adquisición. Y recomendarlo. Lo único con lo que no estoy de acuerdo es el costo de envío. Autor.,2018-08-21,2018-08-22
168581,1,,,2018-04-21,2018-04-21
130447,3,,Compré 02 solo enviado 01,2017-10-28,2017-10-29
120012,5,,,2017-08-12,2017-08-13
124399,2,,"Parece que mantiene bien la comida sin marchitar (papas fritas), pero la tapa es extraña, parece que no se cierra. Y el acero inoxidable del Tam es feo.",2017-09-20,2017-09-25
154611,5,,,2018-03-15,2018-03-15
120715,1,,"Estoy esperando una respuesta a este día, sobre mis productos, me han pagado y no los he recibido, había 03 iguales y necesito hablar con personas y no máquina o grabaciones.",2017-08-19,2017-08-20
182717,5,,,2018-06-22,2018-06-25
116472,1,,,2017-08-12,2017-08-13
130394,5,,,2017-10-31,2017-11-02
198375,5,Super recomendación,Entrega y producto perfecto!,2018-08-24,2018-08-28
114177,4,,,2017-07-01,2017-07-03
101976,5,,Felicitaciones 😤 por el servicio de excelente calidad.,2017-03-09,2017-03-10
197356,5,Excelente Loja,,2018-08-21,2018-08-22
186675,5,,,2018-07-05,2018-07-06
137241,4,,Producto entregado por adelantado.,2017-12-08,2017-12-11
151805,5,,,2018-02-03,2018-02-06
115227,5,,"Me gustó comprar, recibí el producto antes de la fecha límite y la buena calidad. Recomiendo.",2017-07-22,2017-07-25
102615,5,,,2017-03-15,2017-03-17
109391,3,,,2017-06-03,2017-06-07
102465,5,,"Super recomienda, Stark siempre llegue antes del pronóstico DTA = D",2017-03-22,2017-03-23
162362,4,,La oficina de correos no entregó,2018-04-05,2018-04-05
124630,4,,,2017-09-19,2017-09-20
100194,4,,"Entrega hecha a tiempo y producto en perfectas condiciones
Felicitaciones al equipo",2016-10-20,2016-10-20
132579,3,,aún no recibí el producto,2017-11-18,2017-11-19
125004,1,,"Me gustaría recibir los productos correctos, intenté hacer el intercambio de la devolución del dinero en la tarjeta, pero el sitio web de Lannister no permite que se realice.",2017-09-17,2017-09-18
190018,5,Super satisfecho.,"Producto perfecto, entrega rápida. Estoy muy satisfecho. 👏🏽",2018-08-08,2018-08-09
185905,5,,,2018-07-04,2018-07-05
101040,1,,"Mi producto fue defectuoso, regresé como informado. Post -Post como se indica. Y hasta el día de hoy no he recibido ninguna notificación de la compañía con respecto al regreso y el análisis para tener mi",2017-02-21,2017-03-13
164715,5,,La solicitud llegó antes de la fecha límite. Gracias.,2018-04-03,2018-04-04
167412,1,,Solo recibimos 1 cartucho que ya hemos abierto quejas en el sitio y aún no hemos recibido una respuesta.,2018-04-13,2018-04-16
141551,5,,,2017-12-15,2017-12-16
124143,4,,"Producto de alta calidad. Descripción Hace con el producto
Entregado en el momento adecuado.
Recomiendo.",2017-10-01,2017-10-03
109242,1,,La mesa llegó todo arrugado y golpeado.,2017-05-25,2017-05-25
117418,2,,"A tiempo a tiempo, podrían acelerar como en mi otro producto que se entregó en 2 días.",2017-07-29,2017-08-02
157511,5,,,2018-03-02,2018-03-02
114381,5,,,2017-07-04,2017-07-05
102418,1,,,2017-03-14,2017-03-16
123568,5,,El reloj es hermoso y la entrega fue muy rápida. ¡Recomiendo!,2017-09-07,2017-09-07
190082,4,,,2018-07-26,2018-07-26
132274,5,,,2017-11-15,2017-11-16
150238,5,,,2018-02-09,2018-02-09
176671,5,,"¡Me gustó! Pequeño, fácil de usar, no se rasca y limpia la piel. Recomiendo",2018-05-18,2018-05-21
118661,1,,,2017-09-03,2017-09-06
176632,5,Super recomendación,"Como siempre, excelente servicio.",2018-06-09,2018-06-11
172066,5,,,2018-04-27,2018-04-27
131640,1,,Hasta ahora no recibo el producto,2017-11-19,2017-11-22
125912,5,,,2017-09-28,2017-09-28
104047,4,,"Como siempre, Lannister ofrece correcto",2017-03-23,2017-03-27
107986,5,,,2017-05-10,2017-05-11
148932,5,,,2018-01-24,2018-01-24
149626,5,,"¡Producto perfecto, llegó antes de la fecha límite!",2018-01-30,2018-02-01
101876,5,,,2017-02-25,2017-02-27
191662,5,El producto es muy bueno,"Muy bien el producto, mejor de lo esperado y se entregó a tiempo, realmente me gustó.",2018-08-07,2018-08-08
120159,1,,Muy buen producto y precio cobrado!,2017-08-17,2017-08-17
134586,5,,,2017-11-28,2017-12-11
126443,5,,SDDS,2017-10-04,2017-10-04
154330,5,,Muy buen producto.,2018-02-24,2018-02-25
118543,4,,,2017-08-18,2017-08-18
196036,5,ótimo,,2018-08-16,2018-08-20
180192,5,,,2018-06-04,2018-06-04
112998,5,,,2017-06-21,2017-06-22
168674,5,,La entrega a tiempo es importante.,2018-04-18,2018-04-21
180739,5,10,"Realmente me gustó, el objeto vino al mismo tiempo comprado, ya compré en otras tiendas y vino otro color ñ al que le gustó. Con Lannister todo está bien.",2018-06-19,2018-06-22
178183,5,,,2018-05-25,2018-05-25
151416,3,,"El dispositivo ha llegado con defecto, no presenta todas las funciones en la pantalla digital.",2018-02-16,2018-02-18
153962,5,,,2018-02-09,2018-02-14
182617,2,producto incorrecto,El producto no está en las medidas correctas indicadas en la oferta. Tendré que llamarte para intercambiar,2018-06-14,2018-06-15
163115,1,,Esperando un retorno urgente.,2018-04-15,2018-04-17
150485,4,,,2018-02-18,2018-02-27
134918,1,,"Producto más que el momento de entregar, trato de resolver el problema con la compañía y no puedo hablar con nadie. Todo lo que hacen es pasarme para quejarme en un sistema que no funciona.",2017-12-16,2018-01-04
153006,5,,,2018-02-16,2018-02-19
170596,3,,Solo recibí un producto. Se informa que ya recibí ambos. No recibí el estante de zapatos.,2018-04-28,2018-04-29
110839,5,,,2017-06-06,2017-06-07
160930,1,,Daron una fecha límite muy larga para la entrega del producto y no pudieron entregar,2018-03-25,2018-03-25
113368,2,,Excelente producto que indico a cualquiera.,2017-07-18,2017-07-19
189821,5,excelente,Entrega correcta en el tiempo óptimo.,2018-08-03,2018-08-06
193354,5,,,2018-08-08,2018-08-08
165215,4,,,2018-03-29,2018-03-30
164489,5,,,2018-04-04,2018-04-05
173039,1,,No recibí el producto. ¿Y ahora?,2018-05-30,2018-05-30
151021,4,,,2018-02-01,2018-02-04
158078,2,,,2018-03-17,2018-03-17
144665,5,,,2018-01-07,2018-01-09
171520,5,,,2018-04-27,2018-04-27
193872,5,,,2018-08-17,2018-08-17
113966,3,,Llegó arrugado ...,2017-07-07,2017-07-08
131445,5,,,2017-11-18,2017-11-20
101650,5,,,2017-02-23,2017-02-25
192312,4,,,2018-08-15,2018-08-18
186678,4,,,2018-07-11,2018-07-11
100609,4,,¡Recomiendo!,2017-02-03,2017-02-12
172279,5,,,2018-05-09,2018-05-17
142963,1,,"Compré una alfombra de goma para TR4 Mitsubishi, la tienda entregó una horrible alfombra de PVC
En el título Ta Rug Rubber Tr4,
Me engañan y ahora qué hacer es que hay gastos para regresar, para",2017-12-28,2017-12-28
107088,4,,,2017-05-24,2017-05-24
185868,5,me gustó,Gran perfume. Maravillosa fragancia. recomiendo,2018-07-12,2018-07-15
128657,5,,,2017-10-15,2017-10-16
142581,5,,,2017-12-22,2017-12-22
114004,4,,Muy bien y rápido y el producto llegó en buenas condiciones ahora e incluso hizo las pruebas.,2017-07-04,2017-07-05
190705,5,Plataforma,El producto superó mi expectativa. El tiempo de entrega se anticipó en 7 días. Ya me instalé y fui espectáculo.,2018-07-28,2018-07-28
169772,5,,,2018-04-19,2018-04-20
166448,4,,,2018-04-21,2018-04-27
192890,4,,,2018-08-03,2018-08-04
126710,5,,entrega rápida,2017-09-30,2017-10-03
125895,5,,,2017-09-23,2017-09-25
135330,4,,,2017-11-26,2017-11-27
127838,5,,"Pronóstico de entrega hasta 18/10, recibí el 10/05, excelente.",2017-10-06,2017-10-06
187358,5,,,2018-07-10,2018-07-10
183315,3,PRODUCTO CON DEFECTO,Solicité la devolución. PRODUCTO CON DEFECTO,2018-06-27,2018-06-28
174271,5,Regular,Compre en sí es una buena lástima que el americano no sea de atención al cliente,2018-05-10,2018-05-10
125158,5,,,2017-09-25,2017-09-27
116703,5,,Exactamente lo que necesitaba,2017-07-20,2017-07-21
112391,3,,"Encontré la calidad del producto muy mala, ningún arbusto o tornillo se arregló en la pared.",2017-06-15,2017-06-19
165711,5,,"Gracias, llegaste muy rápido",2018-03-30,2018-03-30
136244,5,,,2017-12-07,2017-12-08
149812,4,,,2018-01-24,2018-01-26
156053,4,,El único problema es que el marcado de la fecha es el marcado estadounidense.,2018-03-11,2018-03-12
172379,4,Bien,Creo que el producto debería tener una fecha de vencimiento más larga.,2018-05-15,2018-05-15
173083,3,,,2018-05-27,2018-05-29
174282,3,,,2018-05-25,2018-05-25
182682,5,,,2018-06-28,2018-06-30
131843,1,,,2017-11-12,2017-11-14
171116,5,Entrega antes de la fecha límite.,"Entrega antes de la fecha límite, recomiendo esta tienda.",2018-05-12,2018-05-13
184728,5,,,2018-06-29,2018-07-10
169864,1,,,2018-04-24,2018-04-26
102157,5,,espectáculo,2017-03-03,2017-03-05
158256,1,,,2018-03-25,2018-03-27
194183,3,,"Buenas noches Las tiendas Lannister son geniales, me encanta el sitio hoy. Haga muy poca compra por abuso de flete, desafortunadamente no paga como antes, pero necesitamos comprar gracias",2018-08-15,2018-08-15
132597,1,,,2017-11-17,2017-11-18
120068,4,,,2017-08-20,2017-08-20
144227,1,,,2017-12-24,2017-12-25
158457,1,,,2018-03-22,2018-03-22
134343,5,,,2017-11-22,2017-11-23
184010,4,,,2018-06-23,2018-06-25
182891,5,,,2018-06-16,2018-06-19
148494,4,,,2018-01-25,2018-01-27
166998,5,,"Excelente producto, hermoso y sofisticado.",2018-04-22,2018-04-24
121706,4,,La factura no vino,2017-08-25,2017-08-28
173410,5,Super recomendación,"Muchas gracias, porque recibí el producto correcto como se encuentra en el sitio, la entrega fue súper rápida. Estaba muy contento y definitivamente me referiré al amigo.",2018-05-08,2018-05-10
116064,5,,Producto de entrega rápida como se anuncia,2017-07-14,2017-07-17
164942,5,,,2018-03-30,2018-04-02
199135,5,,,2018-08-31,2018-08-31
140987,1,,"Mi producto aún no ha sido entregado, he presentado mi queja y hasta ahora no he tenido ningún pronóstico de entrega. Estoy súper insatisfecho y quiero que me devuelvan mi dinero. Fui a denunciar a Procon.",2018-01-07,2018-01-07
102604,1,,La cortina no es el modelo que ordené. |,2017-03-10,2017-03-13
160117,3,,La impresión está saliendo con pintura débil ...,2018-03-23,2018-03-25
156269,5,,,2018-03-04,2018-03-05
117710,5,,,2017-08-08,2017-08-10
151762,1,,¿Compré rosa con brazos blancos y ofrecí todo negro?,2018-02-24,2018-02-25
105545,1,,Necesito un pronóstico.,2017-04-22,2017-04-24
121097,5,,Estoy muy satisfecho llegué antes de la fecha límite que recomiendo,2017-08-25,2017-08-28
126899,5,,,2017-10-11,2017-10-14
146333,4,,El producto llegó antes de la fecha límite y cumplió completamente con mis expectativas.,2018-01-17,2018-01-18
177633,5,,,2018-05-19,2018-05-21
177956,3,Bom,,2018-05-23,2018-05-23
108384,4,,"Entrega a tiempo, producto sin ningún problema",2017-05-12,2017-05-15
169944,5,,,2018-04-25,2018-04-26
196800,5,muy bien,bien,2018-08-21,2018-08-22
102524,5,,Buena calidad y precio.,2017-03-04,2017-03-08
154997,5,,,2018-02-23,2018-02-26
195122,5,,,2018-08-17,2018-08-22
128612,3,,,2017-10-22,2017-10-31
177347,3,,,2018-05-18,2018-05-21
106831,5,,Siempre entregue antes de la fecha límite.,2017-05-01,2017-05-02
174470,5,,,2018-05-10,2018-05-11
146912,5,,,2018-01-20,2018-01-21
157719,5,,,2018-03-08,2018-03-08
177759,5,recomiendo,muy bueno. Super recomiendo. Siempre bien.,2018-05-19,2018-05-22
105200,3,,"¡Buenos chicos, el asistente de Lannister estaba muy atento, pero la tienda que debería haberme dado el producto cancelado para comprar? Qué pasó ???",2017-04-29,2017-04-29
191337,5,,,2018-08-04,2018-08-06
165317,5,,Entregado antes de la fecha límite! ¡Producto perfecto!,2018-04-06,2018-04-07
161435,5,,,2018-03-21,2018-03-22
168888,5,,"Se lo recomiendo a todos, no tenía ningún problema, productos y excelentes plazos.",2018-04-18,2018-04-19
125523,5,,Me gustó haber comprado esta tienda. Servicio perfecto.,2017-09-24,2017-09-26
171250,4,,,2018-05-05,2018-08-05
196239,5,,,2018-08-22,2018-08-29
